target_id	length	eff_length	est_counts	tpm
ENST00000633379.1	37	23.4286	0	0
ENST00000633159.1	21	11.4	0	0
ENST00000634085.1	16	12.6667	0	0
ENST00000634070.1	18	14.6667	0	0
ENST00000633968.1	20	10.4	0	0
ENST00000632304.1	17	13.6667	0	0
ENST00000390396.1	347	106.049	0	0
ENST00000390400.2	364	113.684	1	1.03832
ENST00000621184.1	411	149.174	0	0
ENST00000390372.3	350	106.861	0	0
ENST00000390369.2	347	106.049	0	0
ENST00000390468.1	336	111.802	0	0
ENST00000390424.2	348	106.266	0	0
ENST00000390463.3	356	108.67	0	0
ENST00000390440.2	425	162.868	0	0
ENST00000390436.2	360	111.085	0	0
ENST00000390435.1	341	107.812	0	0
ENST00000631690.1	447	184.717	0	0
ENST00000633466.1	413	151.054	20	15.6289
ENST00000611462.1	368	116.238	0	0
ENST00000612787.1	347	106.049	0	0
ENST00000390451.2	409	147.189	0	0
ENST00000390371.3	388	129.443	0	0
ENST00000390363.2	390	130.764	0	0
ENST00000390448.3	406	144.585	0	0
ENST00000422143.2	402	140.93	0	0
ENST00000390398.3	381	124.808	0	0
ENST00000390378.1	343	107.097	0	0
ENST00000454561.2	544	281.602	0	0
ENST00000390360.3	365	114.584	0	0
ENST00000390425.2	519	256.602	0	0
ENST00000390423.2	402	140.93	0	0
ENST00000619103.1	344	106.897	0	0
ENST00000616518.1	421	158.868	0	0
ENST00000390361.3	397	136.265	0	0
ENST00000390353.2	401	140.001	0	0
ENST00000390357.3	373	119.821	0	0
ENST00000390458.3	469	206.602	2	1.14268
ENST00000390457.2	425	162.868	0	0
ENST00000417977.2	447	184.717	0	0
ENST00000614171.1	374	120.436	0	0
ENST00000390376.2	341	107.812	0	0
ENST00000390375.2	384	126.866	1.5	1.39565
ENST00000390374.3	392	132.229	0	0
ENST00000390373.2	344	106.897	0	0
ENST00000390368.2	410	148.189	11.5	9.16037
ENST00000426318.2	395	134.676	0	0
ENST00000390367.3	364	113.684	5	5.19159
ENST00000632512.1	455	192.622	0	0
ENST00000535880.2	425	162.868	0	0
ENST00000390464.2	353	107.175	0	0
ENST00000390465.2	395	134.676	0	0
ENST00000390460.1	327	121.283	0	0
ENST00000390455.3	537	274.602	0	0
ENST00000390453.1	343	107.097	0	0
ENST00000617639.1	406	144.585	0	0
ENST00000390447.3	467	204.602	0	0
ENST00000617347.1	406	144.585	0	0
ENST00000390431.3	338	109.672	0	0
ENST00000390394.3	413	151.054	20	15.6289
ENST00000390467.3	317	128.111	0	0
ENST00000390450.3	464	201.622	0	0
ENST00000390449.3	343	107.097	0	0
ENST00000390444.1	329	119.555	0	0
ENST00000390442.3	399	138.141	0	0
ENST00000390438.2	469	206.602	0	0
ENST00000632829.1	411	149.174	0	0
ENST00000390397.2	381	124.808	0	0
ENST00000390362.1	343	107.097	0	0
ENST00000390381.3	652	389.602	4.5	1.3634
ENST00000390399.3	387	128.774	1	0.916647
ENST00000611520.1	428	165.819	0	0
ENST00000390364.3	412	150.129	0	0
ENST00000390441.2	394	133.757	0	0
ENST00000632432.1	406	144.585	0	0
ENST00000557168.1	337	111.012	0	0
ENST00000390456.3	341	107.812	0	0
ENST00000634605.1	394	133.757	0	0
ENST00000634383.1	424	161.868	0	0
ENST00000390392.3	455	192.622	0	0
ENST00000390454.2	403	141.887	0	0
ENST00000390452.2	365	114.584	0	0
ENST00000621643.1	102	34.9545	0	0
ENST00000620569.1	409	147.189	0	0
ENST00000611787.1	392	132.229	0	0
ENST00000390377.1	347	106.049	0	0
ENST00000390466.1	331	117.27	9	9.0591
ENST00000390461.2	349	106.349	0	0
ENST00000390446.3	440	177.717	0	0
ENST00000390443.3	561	298.602	0	0
ENST00000390437.2	445	182.717	0	0
ENST00000542354.1	392	132.229	5	4.46347
ENST00000390393.3	552	289.602	0	0
ENST00000390387.3	391	131.524	0	0
ENST00000455382.2	421	158.868	0	0
ENST00000547918.2	380	123.99	0	0
ENST00000390439.2	410	148.189	0	0
ENST00000390433.1	340	108.608	0	0
ENST00000390432.2	379	123.21	0	0
ENST00000390430.2	473	210.602	0	0
ENST00000390429.3	337	111.012	0	0
ENST00000390427.3	352	107.01	0	0
ENST00000390426.2	395	134.676	0	0
ENST00000631835.1	421	158.868	0	0
ENST00000620773.1	347	106.049	0	0
ENST00000390469.2	520	257.602	0	0
ENST00000390445.2	484	221.602	0	0
ENST00000390434.3	566	303.602	2	0.7776
ENST00000390428.3	404	142.801	0	0
ENST00000633283.1	387	128.774	1	0.916647
ENST00000619125.2	364	113.684	1	1.03832
ENST00000634198.1	402	140.93	0	0
ENST00000633092.1	381	124.808	0	0
ENST00000632638.1	552	289.602	0	0
ENST00000631663.1	344	106.897	0	0
ENST00000631824.1	406	144.585	0	0
ENST00000390340.2	463	200.622	0	0
ENST00000390345.2	688	425.602	6	1.6641
ENST00000633384.1	652	389.602	4.5	1.3634
ENST00000633842.1	347	106.049	0	0
ENST00000633796.1	374	120.436	0	0
ENST00000633265.1	392	132.229	0	0
ENST00000631511.1	386	127.985	0	0
ENST00000632216.1	384	126.866	1.5	1.39565
ENST00000633072.1	410	148.189	11.5	9.16037
ENST00000634176.1	364	113.684	5	5.19159
ENST00000632308.1	380	123.99	0	0
ENST00000631557.1	401	140.001	0	0
ENST00000610439.4	381	124.808	0	0
ENST00000631559.1	428	165.819	0	0
ENST00000633244.1	347	106.049	0	0
ENST00000444775.2	1735	1472.45	0	0
ENST00000390346.2	537	274.602	2	0.85972
ENST00000633790.1	343	107.097	0	0
ENST00000631548.1	347	106.049	0	0
ENST00000632425.1	407	145.585	0	0
ENST00000633963.1	390	130.764	0	0
ENST00000426402.2	544	281.602	1	0.419175
ENST00000632248.1	412	150.129	0	0
ENST00000633328.1	390	130.764	0	0
ENST00000633696.1	544	281.602	0	0
ENST00000633292.1	409	147.189	0	0
ENST00000632560.1	347	106.049	0	0
ENST00000390348.2	465	202.602	0	0
ENST00000390344.2	552	289.602	5	2.03798
ENST00000632187.1	350	106.861	0	0
ENST00000632016.1	392	132.229	0	0
ENST00000631427.1	455	192.622	0	0
ENST00000632148.1	424	161.868	0	0
ENST00000631392.1	386	127.985	0	0
ENST00000633472.1	365	114.584	0	0
ENST00000631882.1	397	136.265	0	0
ENST00000633575.1	395	134.676	0	0
ENST00000631639.1	478	215.602	0	0
ENST00000634111.1	392	132.229	0	0
ENST00000631471.1	344	106.897	0	0
ENST00000632021.1	347	106.049	0	0
ENST00000634123.1	343	107.097	0	0
ENST00000390343.2	468	205.602	4	2.29648
ENST00000390341.2	512	249.602	23	10.877
ENST00000634093.1	344	106.897	0	0
ENST00000379435.3	416	154.023	9.81039e-09	7.51848e-09
ENST00000633313.1	347	106.049	0	0
ENST00000632713.1	373	119.821	0	0
ENST00000632422.1	391	131.524	0	0
ENST00000632828.1	421	158.868	0	0
ENST00000615270.1	1295	1032.45	0	0
ENST00000504970.1	935	672.446	0	0
ENST00000649616.1	940	677.446	0	0
ENST00000332217.5	990	727.446	0	0
ENST00000568934.1	921	658.446	0	0
ENST00000541415.2	2778	2515.45	0	0
ENST00000622436.1	921	658.446	0	0
ENST00000472952.3	1239	976.446	0	0
ENST00000607853.6	1684	1421.45	0	0
ENST00000619390.1	1504	1241.45	0	0
ENST00000618719.2	692	429.602	0	0
ENST00000629682.2	1576	1313.45	0	0
ENST00000620741.3	1738	1475.45	0	0
ENST00000627911.2	1363	1100.45	4.44274	0.476555
ENST00000625994.1	573	310.602	0.790507	0.300422
ENST00000628872.1	564	301.602	0	0
ENST00000617651.4	1734	1471.45	0	0
ENST00000616376.1	1504	1241.45	0	0
ENST00000616914.1	1295	1032.45	0	0
ENST00000641557.1	3409	3146.45	4	0.150062
ENST00000641057.1	3463	3200.45	2.92029e-08	1.07708e-09
ENST00000394191.3	1045	782.446	0	0
ENST00000429239.1	925	662.446	0	0
ENST00000641710.1	606	343.602	5	1.71769
ENST00000641031.1	462	199.622	0	0
ENST00000615996.1	1563	1300.45	0	0
ENST00000446393.2	4888	4625.45	0	0
ENST00000641506.1	4376	4113.45	25.173	0.72237
ENST00000649376.1	279	112.528	0	0
ENST00000611873.1	1112	849.446	0	0
ENST00000641246.2	318	127.303	0	0
ENST00000514827.2	1712	1449.45	0	0
ENST00000634967.1	1493	1230.45	0	0
ENST00000634680.1	1421	1158.45	0	0
ENST00000606380.2	1637	1374.45	0	0
ENST00000616270.4	1132	869.446	0	0
ENST00000642324.1	3595	3332.45	3.01465	0.106784
ENST00000438700.8	2528	2265.45	0	0
ENST00000622555.1	1720	1457.45	0	0
ENST00000627256.2	14829	14566.4	15.7502	0.127633
ENST00000628539.1	656	393.602	0	0
ENST00000626903.1	404	142.801	1.25	1.03326
ENST00000629229.1	553	290.602	0	0
ENST00000621433.1	8003	7740.45	0	0
ENST00000377712.3	765	502.602	1	0.234859
ENST00000637675.1	546	283.602	0	0
ENST00000502411.5	566	303.602	0	0
ENST00000496692.6	554	291.602	0	0
ENST00000466542.6	1070	807.446	0	0
ENST00000465075.6	769	506.602	0	0
ENST00000473530.6	1632	1369.45	10.3286	0.89028
ENST00000473712.6	567	304.602	0	0
ENST00000482226.2	527	264.602	0	0
ENST00000467903.5	1101	838.446	106.449	14.9864
ENST00000507374.5	553	290.602	11.6075	4.71486
ENST00000508651.1	542	279.602	2.6247	1.10808
ENST00000611236.1	958	695.446	0	0
ENST00000543859.5	1507	1244.45	41.6241	3.9482
ENST00000339924.12	1608	1345.45	0	0
ENST00000391729.1	677	414.602	0	0
ENST00000457194.6	1984	1721.45	7.02773	0.481894
ENST00000429712.5	1313	1050.45	0	0
ENST00000493176.1	545	282.602	9.11341	3.80659
ENST00000420396.3	1240	977.446	5.03499	0.608045
ENST00000424348.1	959	696.446	0	0
ENST00000402588.6	937	674.446	6.43933	1.127
ENST00000634759.1	1184	921.446	0	0
ENST00000621118.4	1112	849.446	0	0
ENST00000621713.1	1240	977.446	0	0
ENST00000619141.4	900	637.446	0	0
ENST00000621830.1	677	414.602	0	0
ENST00000425829.2	947	684.446	0	0
ENST00000622207.2	1030	767.446	0	0
ENST00000418689.1	945	682.446	0	0
ENST00000579578.6	1482	1219.45	0	0
ENST00000586762.2	590	327.602	0	0
ENST00000588823.1	622	359.602	0	0
ENST00000611850.4	1407	1144.45	0	0
ENST00000591655.3	1456	1193.45	0	0
ENST00000626647.1	2737	2474.45	0	0
ENST00000618570.1	1185	922.446	0	0
ENST00000610808.1	1322	1059.45	0	0
ENST00000573400.1	939	676.446	0	0
ENST00000553483.3	931	668.446	0	0
ENST00000445557.1	926	663.446	0	0
ENST00000553765.2	945	682.446	3	0.5189
ENST00000439431.3	2898	2635.45	0	0
ENST00000627926.2	12809	12546.4	0	0
ENST00000630506.1	656	393.602	0	0
ENST00000630053.1	404	142.801	1.25	1.03326
ENST00000626712.1	553	290.602	0	0
ENST00000619759.1	8003	7740.45	0	0
ENST00000435756.2	944	681.446	0	0
ENST00000440231.1	985	722.446	0	0
ENST00000641465.1	2883	2620.45	0	0
ENST00000631283.1	936	673.446	0	0
ENST00000522175.7	1931	1668.45	0	0
ENST00000519951.2	2268	2005.45	0	0
ENST00000508166.5	2164	1901.45	0	0
ENST00000503442.1	1232	969.446	0	0
ENST00000511446.2	2018	1755.45	0	0
ENST00000504802.1	600	337.602	0	0
ENST00000508264.1	727	464.602	0	0
ENST00000613293.4	1233	970.446	0	0
ENST00000610628.4	2154	1891.45	0	0
ENST00000613512.4	1451	1188.45	5.26759	0.523194
ENST00000458137.5	1166	903.446	0	0
ENST00000375726.6	1306	1043.45	0	0
ENST00000447913.5	819	556.446	0	0
ENST00000446862.5	1196	933.446	0	0
ENST00000441710.5	1168	905.446	0	0
ENST00000433738.5	709	446.602	0	0
ENST00000448103.5	1071	808.446	0	0
ENST00000417998.5	1401	1138.45	0	0
ENST00000494737.5	961	698.446	0	0
ENST00000508062.1	774	511.602	0.732409	0.168986
ENST00000422698.6	1685	1422.45	0	0
ENST00000574062.5	1655	1392.45	3.37766	0.286331
ENST00000575319.1	1738	1475.45	0	0
ENST00000576465.1	573	310.602	0.790507	0.300422
ENST00000573762.1	564	301.602	0	0
ENST00000614621.4	1504	1241.45	0	0
ENST00000619036.2	1734	1471.45	0	0
ENST00000571766.2	994	731.446	0	0
ENST00000613379.1	1322	1059.45	0	0
ENST00000419783.2	1151	888.446	767.023	101.908
ENST00000419349.2	1135	872.446	133.473	18.0586
ENST00000643797.1	708	445.602	0	0
ENST00000646881.1	589	326.602	67.8795	24.533
ENST00000496791.1	580	317.602	0	0
ENST00000620890.1	897	634.446	269.625	50.1644
ENST00000435101.1	692	429.602	0	0
ENST00000358097.8	1655	1392.45	0	0
ENST00000433992.2	1740	1477.45	0	0
ENST00000610593.4	1363	1100.45	23.7252	2.54491
ENST00000424775.1	573	310.602	0.790507	0.300422
ENST00000435688.1	564	301.602	0	0
ENST00000614967.4	1504	1241.45	0	0
ENST00000612115.1	1734	1471.45	0	0
ENST00000633377.1	1609	1346.45	102.312	8.96947
ENST00000633062.1	1329	1066.45	95.8696	10.6114
ENST00000632233.1	1606	1343.45	0	0
ENST00000570683.3	948	685.446	0	0
ENST00000621991.4	1256	993.446	0	0
ENST00000619816.1	677	414.602	0	0
ENST00000534447.5	5330	5067.45	46.1599	1.07524
ENST00000534142.5	2012	1749.45	15.7033	1.05955
ENST00000533478.5	5669	5406.45	10.5826	0.231053
ENST00000525539.5	7379	7116.45	0	0
ENST00000530363.5	1608	1345.45	0	0
ENST00000299598.11	5818	5555.45	13.2342	0.281195
ENST00000529079.1	574	311.602	0	0
ENST00000531391.5	1488	1225.45	9.38956	0.904443
ENST00000526632.5	2006	1743.45	0	0
ENST00000527937.1	4165	3902.45	0	0
ENST00000529791.1	552	289.602	0	0
ENST00000337114.8	3427	3164.45	0	0
ENST00000523857.5	3818	3555.45	0	0
ENST00000521053.5	3830	3567.45	4.8187	0.159442
ENST00000430863.5	4164	3901.45	0	0
ENST00000521161.5	613	350.602	0	0
ENST00000621837.1	4164	3901.45	0	0
ENST00000645657.1	2898	2635.45	0	0
ENST00000634782.1	692	429.602	5.73664	1.57624
ENST00000634785.1	1655	1392.45	0	0
ENST00000635170.1	1740	1477.45	0	0
ENST00000635588.1	1363	1100.45	23.7252	2.54491
ENST00000635275.1	573	310.602	0.790507	0.300422
ENST00000634356.1	564	301.602	0	0
ENST00000635668.1	1504	1241.45	0	0
ENST00000635135.1	1734	1471.45	0	0
ENST00000638472.1	1608	1345.45	0	0
ENST00000640926.1	677	414.602	0	0
ENST00000638933.1	1608	1345.45	0	0
ENST00000639960.1	677	414.602	0	0
ENST00000638401.1	1608	1345.45	0	0
ENST00000640180.1	677	414.602	0	0
ENST00000639581.1	1608	1345.45	0	0
ENST00000639095.1	677	414.602	0	0
ENST00000618023.5	1608	1345.45	0	0
ENST00000639404.1	677	414.602	0	0
ENST00000640635.2	1608	1345.45	0	0
ENST00000640257.2	677	414.602	0	0
ENST00000633705.1	760	497.602	7.54909	1.79078
ENST00000611116.1	976	713.446	107	17.7033
ENST00000390477.2	720	457.602	31	7.99658
ENST00000622053.4	755	492.602	94.3099	22.5991
ENST00000632136.1	760	497.602	0	0
ENST00000466254.1	758	495.602	7.14104	1.70082
ENST00000443402.6	2730	2467.45	24.1524	1.15543
ENST00000436911.6	1013	750.446	40.8476	6.42506
ENST00000390565.1	52	31.6667	0	0
ENST00000390326.2	33	19.4286	0	0
ENST00000390239.2	37	23.4286	0	0
ENST00000463911.1	49	32.375	0	0
ENST00000488476.1	49	32.375	0	0
ENST00000461719.1	46	29.375	7	28.1288
ENST00000633896.1	50	33.375	0	0
ENST00000390560.2	61	40.6667	0	0
ENST00000390238.2	38	24.4286	0	0
ENST00000390328.2	70	49.6667	0	0
ENST00000390564.2	52	31.6667	0	0
ENST00000390242.2	38	24.4286	0	0
ENST00000390241.3	39	22.375	0	0
ENST00000634062.1	52	31.6667	0	0
ENST00000390240.2	38	24.4286	0	0
ENST00000390320.2	127	11.951	0	0
ENST00000390322.2	175	36.3602	0	0
ENST00000390324.2	176	37.1841	0	0
ENST00000633501.1	51	30.6667	0	0
ENST00000631521.1	48	31.375	0	0
ENST00000390327.2	72	51.6667	0	0
ENST00000390330.2	46	29.375	0	0
ENST00000631705.1	63	42.6667	0	0
ENST00000632178.1	53	32.6667	0	0
ENST00000641095.1	2594	2331.45	6.1401	0.310871
ENST00000390545.3	1116	853.446	13.7635	1.90364
ENST00000641978.1	2597	2334.45	8.66261	0.438021
ENST00000390543.3	1119	856.446	20.2146	2.7861
ENST00000641420.1	1485	1222.45	0	0
ENST00000390541.2	1412	1149.45	0	0
ENST00000390548.6	2619	2356.45	2.35715	0.118075
ENST00000390549.6	1128	865.446	456.833	62.3086
ENST00000390542.6	1022	759.446	0	0
ENST00000621803.2	1114	851.446	182.214	25.2612
ENST00000637539.2	1686	1423.45	12.9661	1.07523
ENST00000390559.6	1485	1222.45	68.5169	6.61605
ENST00000641837.1	1310	1047.45	20.9052	2.35588
ENST00000390547.3	1112	849.446	876.859	121.85
ENST00000641136.1	2751	2488.45	1.47248	0.0698476
ENST00000390551.6	1268	1005.45	27.5166	3.23048
ENST00000390556.6	1678	1415.45	0	0
ENST00000613640.1	1155	892.446	10	1.32266
ENST00000497872.4	1320	1057.45	0	0
ENST00000390539.2	1071	808.446	157.434	22.9867
ENST00000390331.3	441	178.717	0	0
ENST00000390323.2	462	199.622	384.046	227.094
ENST00000390321.2	460	197.622	336.411	200.939
ENST00000390237.2	523	260.602	1802	816.221
ENST00000390325.2	462	199.622	55.9538	33.0865
ENST00000633714.1	1112	849.446	876.859	121.85
ENST00000626472.2	1485	1222.45	68.5169	6.61605
ENST00000632774.1	1266	1003.45	246.422	28.9878
ENST00000622473.2	1071	808.446	316.944	46.2766
ENST00000610670.2	1412	1149.45	0	0
ENST00000633698.1	1678	1415.45	0	0
ENST00000631539.1	2619	2356.45	2.35715	0.118075
ENST00000631466.1	1128	865.446	456.833	62.3086
ENST00000631402.1	1022	759.446	0	0
ENST00000618981.2	1119	856.446	20.2146	2.7861
ENST00000390636.2	437	174.717	0	0
ENST00000390616.2	400	139.085	0	0
ENST00000390609.3	432	169.819	4	2.78038
ENST00000632950.2	410	148.189	0	0
ENST00000620613.1	314	128.076	0	0
ENST00000621595.1	312	127.533	0	0
ENST00000633987.1	589	326.602	0	0
ENST00000617374.2	358	109.91	3	3.22191
ENST00000632209.1	353	107.175	0	0
ENST00000438142.3	428	165.819	0	0
ENST00000390601.3	473	210.602	0	0
ENST00000628219.1	534	271.602	0	0
ENST00000631869.1	353	107.175	0	0
ENST00000633400.1	431	168.819	0	0
ENST00000633299.1	417	154.962	0	0
ENST00000557788.2	353	107.175	0	0
ENST00000468494.1	390	130.764	0	0
ENST00000622410.2	353	107.175	0	0
ENST00000390256.2	406	144.585	0	0
ENST00000490686.1	378	122.519	0.5	0.481722
ENST00000390627.3	571	308.602	0	0
ENST00000390622.2	655	392.602	0	0
ENST00000390629.3	495	232.602	0	0
ENST00000390615.2	431	168.819	0	0
ENST00000390624.3	432	169.819	0	0
ENST00000390612.3	425	162.868	0	0
ENST00000390605.2	410	148.189	0	0
ENST00000390604.2	425	162.868	0	0
ENST00000631943.1	402	140.93	0	0
ENST00000455737.2	417	154.962	0	0
ENST00000390593.2	415	153.023	0	0
ENST00000424969.2	587	324.602	0	0
ENST00000390639.2	405	143.672	0	0
ENST00000624687.1	411	149.174	0	0
ENST00000390634.3	434	171.751	0	0
ENST00000390611.2	381	124.808	0	0
ENST00000603660.1	431	168.819	0	0
ENST00000390619.2	425	162.868	3.99999	2.89904
ENST00000390618.2	426	163.819	0	0
ENST00000615784.2	353	107.175	0	0
ENST00000421835.2	350	106.861	0	0
ENST00000632980.1	432	169.819	0	0
ENST00000390318.2	403	141.887	0	0
ENST00000628287.1	466	203.602	11.9457	6.92567
ENST00000618644.2	385	127.38	3	2.78004
ENST00000630493.1	369	116.697	0	0
ENST00000610349.2	407	145.585	0	0
ENST00000628968.1	374	120.436	0	0
ENST00000618026.2	393	133.027	0.5	0.443669
ENST00000454421.2	431	168.819	0	0
ENST00000627132.1	384	126.866	0	0
ENST00000462693.1	390	130.764	0	0
ENST00000390265.2	440	177.717	0	0
ENST00000611734.1	324	123.534	0	0
ENST00000448155.2	376	121.485	1	0.971646
ENST00000390598.2	430	167.819	0	0
ENST00000390595.3	395	134.676	0	0
ENST00000390283.2	414	152.023	13	10.094
ENST00000390630.3	457	194.622	0	0
ENST00000390610.2	411	149.174	0	0
ENST00000390632.2	427	164.819	0	0
ENST00000390626.2	410	148.189	8	6.37243
ENST00000433072.2	437	174.717	0	0
ENST00000621503.1	303	125.176	0	0
ENST00000390628.3	414	152.023	0	0
ENST00000390625.3	439	176.717	0.5	0.333982
ENST00000390603.2	437	174.717	0	0
ENST00000390597.3	378	122.519	0	0
ENST00000626108.1	353	107.175	0	0
ENST00000390621.3	411	149.174	0	0
ENST00000632099.1	353	107.175	0	0
ENST00000390633.2	412	150.129	0	0
ENST00000390607.2	430	167.819	0	0
ENST00000390602.3	430	167.819	0	0
ENST00000390594.3	417	154.962	0	0
ENST00000465170.1	398	137.168	0	0
ENST00000480492.1	398	137.168	0	0
ENST00000434710.1	434	171.751	0	0
ENST00000390617.2	366	115.257	0	0
ENST00000390277.3	444	181.717	0	0
ENST00000390278.3	373	119.821	0	0
ENST00000468879.1	532	269.602	0	0
ENST00000471857.2	534	271.602	0	0
ENST00000443397.5	384	126.866	0	0
ENST00000604066.1	353	107.175	0	0
ENST00000629472.1	412	150.129	0	0
ENST00000627634.1	383	126.247	0	0
ENST00000390297.3	467	204.602	0.0542582	0.031303
ENST00000611391.1	376	121.485	0	0
ENST00000484817.1	390	130.764	0	0
ENST00000390270.2	445	182.717	0	0
ENST00000492446.1	378	122.519	0	0
ENST00000453673.3	353	107.175	0	0
ENST00000492167.1	400	139.085	3.5	2.97043
ENST00000483158.1	392	132.229	4	3.57078
ENST00000631826.1	411	149.174	0	0
ENST00000632457.1	382	125.469	0	0
ENST00000632630.1	432	169.819	4	2.78038
ENST00000495489.1	398	137.168	0	0
ENST00000632296.1	432	169.819	0	0
ENST00000496168.1	532	269.602	0	0
ENST00000338912.5	353	107.175	0	0
ENST00000632173.1	434	171.751	0	0
ENST00000631755.1	425	162.868	0	0
ENST00000632977.1	395	134.676	0	0
ENST00000390304.2	377	122.189	0	0
ENST00000390302.3	412	150.129	0	0
ENST00000390303.3	383	126.247	0	0
ENST00000390305.2	380	123.99	5	4.76006
ENST00000483379.1	532	269.602	0	0
ENST00000474213.1	395	134.676	0	0
ENST00000464162.1	380	123.99	0	0
ENST00000631710.1	433	170.751	0	0
ENST00000631807.1	420	157.868	10	7.47715
ENST00000632719.1	425	162.868	0	0
ENST00000390606.3	415	153.023	0	0
ENST00000390247.2	445	182.717	0	0
ENST00000377032.5	371	118.204	0	0
ENST00000491977.1	390	130.764	0	0
ENST00000612356.1	310	127.707	0	0
ENST00000498435.1	382	125.469	0	0
ENST00000493819.1	409	147.189	1.5	1.20295
ENST00000354689.6	294	121.62	0	0
ENST00000558425.2	288	118.09	0	0
ENST00000620764.2	412	150.129	4.82234e-06	3.79161e-06
ENST00000633426.1	571	308.602	0	0
ENST00000632614.1	414	152.023	0	0
ENST00000632960.1	457	194.622	0	0
ENST00000619078.2	495	232.602	0	0
ENST00000633833.1	402	140.93	0	0
ENST00000390268.2	390	130.764	0	0
ENST00000509129.1	353	107.175	0	0
ENST00000390243.2	538	275.602	1	0.4283
ENST00000390271.2	371	118.204	0	0
ENST00000417279.3	396	135.594	0	0
ENST00000429992.2	332	115.764	0	0
ENST00000560045.1	312	127.533	0	0
ENST00000479981.1	378	122.519	0	0
ENST00000390252.2	442	179.717	0.5	0.328407
ENST00000622028.1	353	107.175	0	0
ENST00000632882.1	414	152.023	0	0
ENST00000390309.2	377	122.189	11	10.6265
ENST00000390307.2	409	147.189	0	0
ENST00000390244.2	408	146.468	0	0
ENST00000632211.1	439	176.717	0.5	0.333982
ENST00000498574.1	398	137.168	0	0
ENST00000630556.1	353	107.175	0	0
ENST00000390306.2	502	239.602	7	3.44856
ENST00000390287.2	365	114.584	0	0
ENST00000640991.1	351	107.112	0	0
ENST00000436451.2	409	147.189	0	0
ENST00000453166.2	396	135.594	0	0
ENST00000558026.1	306	127.07	0	0
ENST00000390313.3	356	108.67	2	2.17246
ENST00000390312.2	402	140.93	4	3.35033
ENST00000425181.3	350	106.861	0	0
ENST00000633602.1	439	176.717	0	0
ENST00000614315.1	303	125.176	0	0
ENST00000632052.1	356	108.67	0	0
ENST00000633040.1	435	172.751	0	0
ENST00000633618.1	427	164.819	8.09161e-06	5.79506e-06
ENST00000612474.2	402	140.93	0	0
ENST00000632076.1	415	153.023	0	0
ENST00000633147.1	412	150.129	0	0
ENST00000632959.1	439	176.717	0	0
ENST00000633988.1	432	169.819	0	0
ENST00000632333.1	353	107.175	0	0
ENST00000633752.1	353	107.175	0	0
ENST00000634015.1	473	210.602	0	0
ENST00000631975.1	430	167.819	0	0
ENST00000390319.2	398	137.168	11	9.46606
