target_id	length	eff_length	est_counts	tpm
ENST00000417977.2	447	154.4	2.5	1.46179
ENST00000614171.1	374	82.3085	0	0
ENST00000390376.2	341	50.6801	0	0
ENST00000390375.2	384	91.7809	0.5	0.491822
ENST00000390374.3	392	99.5258	4	3.6284
ENST00000390373.2	344	53.5418	0	0
ENST00000390368.2	410	117.454	3.5	2.69023
ENST00000426318.2	395	102.486	0	0
ENST00000390367.3	364	72.8405	1	1.23942
ENST00000632512.1	455	162.4	2	1.11182
ENST00000535880.2	425	132.442	0	0
ENST00000390464.2	353	62.295	0	0
ENST00000390465.2	395	102.486	1	0.880902
ENST00000390460.1	327	38.9221	2	4.639
ENST00000390455.3	537	244.323	4	1.47804
ENST00000390453.1	343	52.5851	1	1.71683
ENST00000617639.1	406	113.454	0	0
ENST00000390447.3	467	174.4	12	6.21192
ENST00000617347.1	406	113.454	0	0
ENST00000390431.3	338	47.8064	0	0
ENST00000390394.3	413	120.454	0	0
ENST00000390467.3	317	36.3719	0	0
ENST00000390450.3	464	171.4	12	6.32064
ENST00000390449.3	343	52.5851	5	8.58417
ENST00000390444.1	329	40.1979	0	0
ENST00000390442.3	399	106.454	3	2.54418
ENST00000390438.2	469	176.4	1	0.511791
ENST00000632829.1	411	118.454	0	0
ENST00000390397.2	381	88.9343	0	0
ENST00000390362.1	343	52.5851	0	0
ENST00000390381.3	652	359.289	27.5	6.91002
ENST00000390399.3	387	94.6602	0	0
ENST00000611520.1	428	135.428	0	0
ENST00000390364.3	412	119.454	0	0
ENST00000390441.2	394	101.496	8	7.11594
ENST00000632432.1	406	113.454	0	0
ENST00000557168.1	337	46.8694	0	0
ENST00000390456.3	341	50.6801	0	0
ENST00000634605.1	394	101.496	0	0
ENST00000634383.1	424	131.442	0	0
ENST00000390392.3	455	162.4	2	1.11182
ENST00000390454.2	403	110.454	3	2.45205
ENST00000390452.2	365	73.8035	0	0
ENST00000621643.1	102	29.7143	0	0
ENST00000620569.1	409	116.454	0	0
ENST00000611787.1	392	99.5258	0	0
ENST00000390377.1	347	56.4521	0	0
ENST00000390466.1	331	41.6584	2	4.33429
ENST00000390461.2	349	58.4055	0	0
ENST00000390446.3	440	147.4	1	0.612482
ENST00000390443.3	561	268.323	0	0
ENST00000390437.2	445	152.4	18	10.663
ENST00000542354.1	392	99.5258	2	1.8142
ENST00000390393.3	552	259.323	0	0
ENST00000390387.3	391	98.5357	2	1.83243
ENST00000455382.2	421	128.442	13	9.13751
ENST00000547918.2	380	87.9608	0	0
ENST00000390439.2	410	117.454	5	3.84319
ENST00000390433.1	340	49.7366	5	9.07579
ENST00000390432.2	379	87.0134	2	2.07508
ENST00000390430.2	473	180.4	2	1.00089
ENST00000390429.3	337	46.8694	0	0
ENST00000390427.3	352	61.3264	4	5.88848
ENST00000390426.2	395	102.486	6	5.28541
ENST00000631835.1	421	128.442	0	0
ENST00000620773.1	347	56.4521	0	0
ENST00000390469.2	520	227.323	0	0
ENST00000390445.2	484	191.363	11	5.1895
ENST00000390434.3	566	273.323	3	0.990913
ENST00000390428.3	404	111.454	1	0.810016
ENST00000633283.1	387	94.6602	0	0
ENST00000619125.2	364	72.8405	5.5	6.8168
ENST00000634198.1	402	109.454	6.5	5.36131
ENST00000633092.1	381	88.9343	0	0
ENST00000632638.1	552	259.323	10	3.48136
ENST00000631663.1	344	53.5418	0	0
ENST00000631824.1	406	113.454	0	0
ENST00000390340.2	463	170.4	5	2.64906
ENST00000390345.2	688	395.289	5.64501	1.28926
ENST00000633384.1	652	359.289	27.5	6.91002
ENST00000633842.1	347	56.4521	1.5	2.39884
ENST00000633796.1	374	82.3085	0	0
ENST00000633265.1	392	99.5258	0	0
ENST00000631511.1	386	93.679	0	0
ENST00000632216.1	384	91.7809	0.5	0.491822
ENST00000633072.1	410	117.454	3.5	2.69023
ENST00000634176.1	364	72.8405	1	1.23942
ENST00000632308.1	380	87.9608	0	0
ENST00000631557.1	401	108.454	2	1.66484
ENST00000610439.4	381	88.9343	0	0
ENST00000631559.1	428	135.428	0	0
ENST00000633244.1	347	56.4521	0	0
ENST00000444775.2	1735	1442.19	20	1.25198
ENST00000390346.2	537	244.323	7	2.58657
ENST00000633790.1	343	52.5851	0	0
ENST00000631548.1	347	56.4521	0	0
ENST00000632425.1	407	114.454	0	0
ENST00000633963.1	390	97.5357	0	0
ENST00000426402.2	544	251.323	5	1.79609
ENST00000632248.1	412	119.454	0	0
ENST00000633328.1	390	97.5357	5	4.62804
ENST00000633696.1	544	251.323	0	0
ENST00000633292.1	409	116.454	0	0
ENST00000632560.1	347	56.4521	3	4.79768
ENST00000390348.2	465	172.4	1.35499	0.709561
ENST00000390344.2	552	259.323	1	0.348136
ENST00000632187.1	350	59.3755	0	0
ENST00000632016.1	392	99.5258	0	0
ENST00000631427.1	455	162.4	0	0
ENST00000632148.1	424	131.442	0	0
ENST00000631392.1	386	93.679	0	0
ENST00000633472.1	365	73.8035	0	0
ENST00000631882.1	397	104.475	4	3.4565
ENST00000633575.1	395	102.486	28	24.6652
ENST00000631639.1	478	185.382	0	0
ENST00000634111.1	392	99.5258	0	0
ENST00000631471.1	344	53.5418	0	0
ENST00000632021.1	347	56.4521	0	0
ENST00000634123.1	343	52.5851	0	0
ENST00000390343.2	468	175.4	33	16.9854
ENST00000390341.2	512	219.323	22	9.05584
ENST00000634093.1	344	53.5418	0	0
ENST00000379435.3	416	123.454	0	0
ENST00000633313.1	347	56.4521	0	0
ENST00000632713.1	373	81.3249	0	0
ENST00000632422.1	391	98.5357	2	1.83243
ENST00000632828.1	421	128.442	0	0
ENST00000615270.1	1295	1002.19	0	0
ENST00000504970.1	935	642.189	0	0
ENST00000649616.1	940	647.189	0	0
ENST00000332217.5	990	697.189	0	0
ENST00000568934.1	921	628.189	0	0
ENST00000541415.2	2778	2485.19	1	0.0363271
ENST00000622436.1	921	628.189	0	0
ENST00000472952.3	1239	946.189	2	0.190828
ENST00000607853.6	1684	1391.19	0.184822	0.0119938
ENST00000619390.1	1504	1211.19	0	0
ENST00000618719.2	692	399.289	0	0
ENST00000629682.2	1576	1283.19	0	0
ENST00000620741.3	1738	1445.19	0	0
ENST00000627911.2	1363	1070.19	0	0
ENST00000625994.1	573	280.323	0	0
ENST00000628872.1	564	271.323	0.307857	0.102436
ENST00000617651.4	1734	1441.19	0	0
ENST00000616376.1	1504	1211.19	0	0
ENST00000616914.1	1295	1002.19	0	0
ENST00000641557.1	3409	3116.19	10	0.289712
ENST00000641057.1	3463	3170.19	0	0
ENST00000394191.3	1045	752.189	0	0
ENST00000429239.1	925	632.189	0	0
ENST00000641710.1	606	313.323	15.2391	4.39094
ENST00000641031.1	462	169.4	6.76089	3.60314
ENST00000615996.1	1563	1270.19	0	0
ENST00000446393.2	4888	4595.19	0	0
ENST00000641506.1	4376	4083.19	10.7042	0.236671
ENST00000649376.1	279	70.4738	0	0
ENST00000611873.1	1112	819.189	0	0
ENST00000641246.2	318	36.4387	0	0
ENST00000514827.2	1712	1419.19	0	0
ENST00000634967.1	1493	1200.19	0	0
ENST00000634680.1	1421	1128.19	0	0
ENST00000606380.2	1637	1344.19	0	0
ENST00000616270.4	1132	839.189	0	0
ENST00000642324.1	3595	3302.19	3.03882	0.0830795
ENST00000438700.8	2528	2235.19	0	0
ENST00000622555.1	1720	1427.19	0	0
ENST00000627256.2	14829	14536.2	2.12953	0.0132259
ENST00000628539.1	656	363.289	0.541132	0.134475
ENST00000626903.1	404	111.454	0	0
ENST00000629229.1	553	260.323	0.910472	0.315751
ENST00000621433.1	8003	7710.19	19.0345	0.222877
ENST00000377712.3	765	472.246	0	0
ENST00000637675.1	546	253.323	0	0
ENST00000502411.5	566	273.323	1.59338	0.5263
ENST00000496692.6	554	261.323	2.28373	0.788964
ENST00000466542.6	1070	777.189	0	0
ENST00000465075.6	769	476.246	1.73407	0.32872
ENST00000473530.6	1632	1339.19	285.092	19.2191
ENST00000473712.6	567	274.323	3.70099	1.218
ENST00000482226.2	527	234.323	0	0
ENST00000467903.5	1101	808.189	337.93	37.7489
ENST00000507374.5	553	260.323	10.846	3.7614
ENST00000508651.1	542	249.323	57.3149	20.7537
ENST00000611236.1	958	665.189	1.44336	0.195894
ENST00000543859.5	1507	1214.19	76.5859	5.69447
ENST00000339924.12	1608	1315.19	0	0
ENST00000391729.1	677	384.289	0.221912	0.0521331
ENST00000457194.6	1984	1691.19	8.01152	0.427674
ENST00000429712.5	1313	1020.19	0	0
ENST00000493176.1	545	252.323	2	0.715589
ENST00000420396.3	1240	947.189	0	0
ENST00000424348.1	959	666.189	0	0
ENST00000402588.6	937	644.189	13.2223	1.85304
ENST00000634759.1	1184	891.189	0	0
ENST00000621118.4	1112	819.189	0	0
ENST00000621713.1	1240	947.189	3.33705	0.318065
ENST00000619141.4	900	607.189	0	0
ENST00000621830.1	677	384.289	1.33147	0.312799
ENST00000425829.2	947	654.189	0	0
ENST00000622207.2	1030	737.189	0	0
ENST00000418689.1	945	652.189	0	0
ENST00000579578.6	1482	1189.19	0	0
ENST00000586762.2	590	297.323	0	0
ENST00000588823.1	622	329.323	0	0
ENST00000611850.4	1407	1114.19	0	0
ENST00000591655.3	1456	1163.19	0	0
ENST00000626647.1	2737	2444.19	0	0
ENST00000618570.1	1185	892.189	0	0
ENST00000610808.1	1322	1029.19	0	0
ENST00000573400.1	939	646.189	0	0
ENST00000553483.3	931	638.189	0	0
ENST00000445557.1	926	633.189	0	0
ENST00000553765.2	945	652.189	4	0.553703
ENST00000439431.3	2898	2605.19	1	0.0346538
ENST00000627926.2	12809	12516.2	0	0
ENST00000630506.1	656	363.289	0.541132	0.134475
ENST00000630053.1	404	111.454	0	0
ENST00000626712.1	553	260.323	0.910472	0.315751
ENST00000619759.1	8003	7710.19	0	0
ENST00000435756.2	944	651.189	1	0.138638
ENST00000440231.1	985	692.189	0	0
ENST00000641465.1	2883	2590.19	0	0
ENST00000631283.1	936	643.189	0	0
ENST00000522175.7	1931	1638.19	0	0
ENST00000519951.2	2268	1975.19	0	0
ENST00000508166.5	2164	1871.19	0	0
ENST00000503442.1	1232	939.189	0	0
ENST00000511446.2	2018	1725.19	9	0.470973
ENST00000504802.1	600	307.323	0	0
ENST00000508264.1	727	434.289	0	0
ENST00000613293.4	1233	940.189	0	0
ENST00000610628.4	2154	1861.19	0	0
ENST00000613512.4	1451	1158.19	0	0
ENST00000458137.5	1166	873.189	0	0
ENST00000375726.6	1306	1013.19	3.16896	0.282369
ENST00000447913.5	819	526.246	0	0
ENST00000446862.5	1196	903.189	0	0
ENST00000441710.5	1168	875.189	0.986877	0.101801
ENST00000433738.5	709	416.289	0	0
ENST00000448103.5	1071	778.189	8.84417	1.02603
ENST00000417998.5	1401	1108.19	0	0
ENST00000494737.5	961	668.189	0	0
ENST00000508062.1	774	481.246	0	0
ENST00000422698.6	1685	1392.19	0	0
ENST00000574062.5	1655	1362.19	0	0
ENST00000575319.1	1738	1445.19	0	0
ENST00000576465.1	573	280.323	0	0
ENST00000573762.1	564	271.323	0.307857	0.102436
ENST00000614621.4	1504	1211.19	0	0
ENST00000619036.2	1734	1441.19	0	0
ENST00000571766.2	994	701.189	0	0
ENST00000613379.1	1322	1029.19	0	0
ENST00000419783.2	1151	858.189	518.658	54.5618
ENST00000419349.2	1135	842.189	31.4597	3.37237
ENST00000643797.1	708	415.289	2.35117	0.511121
ENST00000646881.1	589	296.323	117.531	35.8078
ENST00000496791.1	580	287.323	0	0
ENST00000620890.1	897	604.189	0	0
ENST00000435101.1	692	399.289	0	0
ENST00000358097.8	1655	1362.19	0	0
ENST00000433992.2	1740	1447.19	0	0
ENST00000610593.4	1363	1070.19	0	0
ENST00000424775.1	573	280.323	0	0
ENST00000435688.1	564	271.323	0.307857	0.102436
ENST00000614967.4	1504	1211.19	0	0
ENST00000612115.1	1734	1441.19	0	0
ENST00000633377.1	1609	1316.19	169.534	11.6286
ENST00000633062.1	1329	1036.19	31.8737	2.77705
ENST00000632233.1	1606	1313.19	0	0
ENST00000570683.3	948	655.189	0	0
ENST00000621991.4	1256	963.189	0	0
ENST00000619816.1	677	384.289	0	0
ENST00000534447.5	5330	5037.19	15.5878	0.279375
ENST00000534142.5	2012	1719.19	2	0.105026
ENST00000533478.5	5669	5376.19	0	0
ENST00000525539.5	7379	7086.19	0	0
ENST00000530363.5	1608	1315.19	0	0
ENST00000299598.11	5818	5525.19	14.691	0.240047
ENST00000529079.1	574	281.323	0	0
ENST00000531391.5	1488	1195.19	0	0
ENST00000526632.5	2006	1713.19	0	0
ENST00000527937.1	4165	3872.19	0	0
ENST00000529791.1	552	259.323	0	0
ENST00000337114.8	3427	3134.19	0	0
ENST00000523857.5	3818	3525.19	0	0
ENST00000521053.5	3830	3537.19	1.59261	0.0406483
ENST00000430863.5	4164	3871.19	0	0
ENST00000521161.5	613	320.323	0	0
ENST00000621837.1	4164	3871.19	0	0
ENST00000645657.1	2898	2605.19	1	0.0346538
ENST00000634782.1	692	399.289	3.00822	0.680163
ENST00000634785.1	1655	1362.19	0	0
ENST00000635170.1	1740	1447.19	0	0
ENST00000635588.1	1363	1070.19	0	0
ENST00000635275.1	573	280.323	0	0
ENST00000634356.1	564	271.323	0.307857	0.102436
ENST00000635668.1	1504	1211.19	0	0
ENST00000635135.1	1734	1441.19	0	0
ENST00000638472.1	1608	1315.19	0	0
ENST00000640926.1	677	384.289	0	0
ENST00000638933.1	1608	1315.19	0	0
ENST00000639960.1	677	384.289	0.221912	0.0521331
ENST00000638401.1	1608	1315.19	0	0
ENST00000640180.1	677	384.289	0.221912	0.0521331
ENST00000639581.1	1608	1315.19	0	0
ENST00000639095.1	677	384.289	0.221912	0.0521331
ENST00000618023.5	1608	1315.19	0	0
ENST00000639404.1	677	384.289	0.221912	0.0521331
ENST00000640635.2	1608	1315.19	0	0
ENST00000640257.2	677	384.289	0.221912	0.0521331
ENST00000633705.1	760	467.246	12.5604	2.42688
ENST00000611116.1	976	683.189	195	25.7682
ENST00000390477.2	720	427.289	64	13.5222
ENST00000622053.4	755	462.246	98.4396	19.2259
ENST00000632136.1	760	467.246	0	0
ENST00000466254.1	758	465.246	0	0
ENST00000443402.6	2730	2437.19	93.3185	3.45676
ENST00000436911.6	1013	720.189	55.6815	6.97999
ENST00000390565.1	52	26	0	0
ENST00000390326.2	33	7	0	0
ENST00000390239.2	37	11	1	8.20726
ENST00000463911.1	49	23	0	0
ENST00000488476.1	49	23	0	0
ENST00000461719.1	46	20	2.72842	12.316
ENST00000633896.1	50	24	1	3.76166
ENST00000390560.2	61	26	0	0
ENST00000390238.2	38	12	10	75.2332
ENST00000390328.2	70	35	0	0
ENST00000390564.2	52	26	0	0
ENST00000390242.2	38	12	0	0
ENST00000390241.3	39	13	1	6.9446
ENST00000634062.1	52	26	0	0
ENST00000390240.2	38	12	0	0
ENST00000390320.2	127	11.3359	0	0
ENST00000390322.2	175	31.0645	0	0
ENST00000390324.2	176	31.6902	0	0
ENST00000633501.1	51	25	1.27158	4.59193
ENST00000631521.1	48	22	0	0
ENST00000390327.2	72	37	0	0
ENST00000390330.2	46	20	0	0
ENST00000631705.1	63	28	0	0
ENST00000632178.1	53	27	0	0
ENST00000641095.1	2594	2301.19	3.44414	0.13512
ENST00000390545.3	1116	823.189	13.1646	1.44377
ENST00000641978.1	2597	2304.19	6.48407	0.254051
ENST00000390543.3	1119	826.189	12.5975	1.37657
ENST00000641420.1	1485	1192.19	0	0
ENST00000390541.2	1412	1119.19	0.5	0.0403327
ENST00000390548.6	2619	2326.19	5.463	0.21202
ENST00000390549.6	1128	835.189	2272.05	245.597
ENST00000390542.6	1022	729.189	0	0
ENST00000621803.2	1114	821.189	628.178	69.0606
ENST00000637539.2	1686	1393.19	76.4731	4.95552
ENST00000390559.6	1485	1192.19	496.263	37.5801
ENST00000641837.1	1310	1017.19	4.71937	0.418863
ENST00000390547.3	1112	819.189	2354.9	259.524
ENST00000641136.1	2751	2458.19	1.88516	0.0692346
ENST00000390551.6	1268	975.189	5.29452	0.490149
ENST00000390556.6	1678	1385.19	1.10033	0.0717139
ENST00000613640.1	1155	862.189	64.7993	6.78514
ENST00000497872.4	1320	1027.19	0	0
ENST00000390539.2	1071	778.189	449.761	52.178
ENST00000390331.3	441	148.4	3	1.82507
ENST00000390323.2	462	169.4	279.251	148.824
ENST00000390321.2	460	167.4	122.944	66.3044
ENST00000390237.2	523	230.323	2465	966.207
ENST00000390325.2	462	169.4	222.749	118.712
ENST00000633714.1	1112	819.189	2354.9	259.524
ENST00000626472.2	1485	1192.19	496.263	37.5801
ENST00000632774.1	1266	973.189	138.224	12.8226
ENST00000622473.2	1071	778.189	126.725	14.7017
ENST00000610670.2	1412	1119.19	0.5	0.0403327
ENST00000633698.1	1678	1385.19	1.10033	0.0717139
ENST00000631539.1	2619	2326.19	5.463	0.21202
ENST00000631466.1	1128	835.189	2272.05	245.597
ENST00000631402.1	1022	729.189	0	0
ENST00000618981.2	1119	826.189	12.5975	1.37657
ENST00000390636.2	437	144.414	3	1.87543
ENST00000390616.2	400	107.454	1	0.840169
ENST00000390609.3	432	139.414	7	4.53295
ENST00000632950.2	410	117.454	0	0
ENST00000620613.1	314	37.5621	0	0
ENST00000621595.1	312	38.595	0	0
ENST00000633987.1	589	296.323	5	1.52333
ENST00000617374.2	358	67.0846	26	34.9898
ENST00000632209.1	353	62.295	0	0
ENST00000438142.3	428	135.428	0	0
ENST00000390601.3	473	180.4	1	0.500443
ENST00000628219.1	534	241.323	0	0
ENST00000631869.1	353	62.295	0	0
ENST00000633400.1	431	138.428	44.8916	29.2773
ENST00000633299.1	417	124.454	0	0
ENST00000557788.2	353	62.295	0	0
ENST00000468494.1	390	97.5357	12	11.1073
ENST00000622410.2	353	62.295	0.00046817	0.000678486
ENST00000390256.2	406	113.454	1.06403	0.84669
ENST00000490686.1	378	86.0394	0	0
ENST00000390627.3	571	278.323	4	1.29748
ENST00000390622.2	655	362.289	2.99952	0.747459
ENST00000390629.3	495	202.323	3.5	1.56176
ENST00000390615.2	431	138.428	2.21687	1.44579
ENST00000390624.3	432	139.414	0	0
ENST00000390612.3	425	132.442	0	0
ENST00000390605.2	410	117.454	11	8.45501
ENST00000390604.2	425	132.442	0	0
ENST00000631943.1	402	109.454	0	0
ENST00000455737.2	417	124.454	0.999766	0.725235
ENST00000390593.2	415	122.454	7	5.16077
ENST00000424969.2	587	294.323	0	0
ENST00000390639.2	405	112.454	0	0
ENST00000624687.1	411	118.454	6.85831	5.22705
ENST00000390634.3	434	141.414	0	0
ENST00000390611.2	381	88.9343	0	0
ENST00000603660.1	431	138.428	44.8916	29.2773
ENST00000390619.2	425	132.442	3	2.04497
ENST00000390618.2	426	133.442	0	0
ENST00000615784.2	353	62.295	0	0
ENST00000421835.2	350	59.3755	1	1.52049
ENST00000632980.1	432	139.414	0	0
ENST00000390318.2	403	110.454	1	0.817349
ENST00000628287.1	466	173.4	5.99935	3.12354
ENST00000618644.2	385	92.7348	1	0.973526
ENST00000630493.1	369	77.5893	0	0
ENST00000610349.2	407	114.454	14	11.043
ENST00000628968.1	374	82.3085	0	0
ENST00000618026.2	393	100.506	0	0
ENST00000454421.2	431	138.428	0	0
ENST00000627132.1	384	91.7809	0	0
ENST00000462693.1	390	97.5357	0	0
ENST00000390265.2	440	147.4	0	0
ENST00000611734.1	324	37.3463	0	0
ENST00000448155.2	376	84.1245	15	16.0975
ENST00000390598.2	430	137.428	7	4.59846
ENST00000390595.3	395	102.486	0.5	0.440451
ENST00000390283.2	414	121.454	0	0
ENST00000390630.3	457	164.4	0.5	0.274574
ENST00000390610.2	411	118.454	4.39008	3.34589
ENST00000390632.2	427	134.442	1	0.671516
ENST00000390626.2	410	117.454	65	49.9614
ENST00000433072.2	437	144.414	0	0
ENST00000621503.1	303	52.4172	0	0
ENST00000390628.3	414	121.454	0.5	0.371661
ENST00000390625.3	439	146.4	0.5	0.308333
ENST00000390603.2	437	144.414	17	10.6274
ENST00000390597.3	378	86.0394	8	8.39428
ENST00000626108.1	353	62.295	0	0
ENST00000390621.3	411	118.454	0	0
ENST00000632099.1	353	62.295	0	0
ENST00000390633.2	412	119.454	1.14169	0.862849
ENST00000390607.2	430	137.428	24	15.7662
ENST00000390602.3	430	137.428	0	0
ENST00000390594.3	417	124.454	0	0
ENST00000465170.1	398	105.465	0	0
ENST00000480492.1	398	105.465	1.5	1.28403
ENST00000434710.1	434	141.414	12.9998	8.29916
ENST00000390617.2	366	74.766	0	0
ENST00000390277.3	444	151.4	0	0
ENST00000390278.3	373	81.3249	0	0
ENST00000468879.1	532	239.323	1	0.37723
ENST00000471857.2	534	241.323	0	0
ENST00000443397.5	384	91.7809	0	0
ENST00000604066.1	353	62.295	1.80496	2.61581
ENST00000629472.1	412	119.454	0	0
ENST00000627634.1	383	90.8083	0	0
ENST00000390297.3	467	174.4	0.000645287	0.000334039
ENST00000611391.1	376	84.1245	6	6.43901
ENST00000484817.1	390	97.5357	1	0.925608
ENST00000390270.2	445	152.4	1.10076	0.652077
ENST00000492446.1	378	86.0394	0	0
ENST00000453673.3	353	62.295	0	0
ENST00000492167.1	400	107.454	107.45	90.2758
ENST00000483158.1	392	99.5258	25	22.6775
ENST00000631826.1	411	118.454	0	0
ENST00000632457.1	382	89.8896	0	0
ENST00000632630.1	432	139.414	7	4.53295
ENST00000495489.1	398	105.465	0	0
ENST00000632296.1	432	139.414	0	0
ENST00000496168.1	532	239.323	1.5	0.565845
ENST00000338912.5	353	62.295	0	0
ENST00000632173.1	434	141.414	0	0
ENST00000631755.1	425	132.442	0	0
ENST00000632977.1	395	102.486	0.5	0.440451
ENST00000390304.2	377	85.0737	3	3.18359
ENST00000390302.3	412	119.454	0	0
ENST00000390303.3	383	90.8083	0	0
ENST00000390305.2	380	87.9608	33	33.87
ENST00000483379.1	532	239.323	0	0
ENST00000474213.1	395	102.486	0	0
ENST00000464162.1	380	87.9608	1	1.02636
ENST00000631710.1	433	140.414	0	0
ENST00000631807.1	420	127.442	0	0
ENST00000632719.1	425	132.442	0	0
ENST00000390606.3	415	122.454	0.5	0.368626
ENST00000390247.2	445	152.4	0	0
ENST00000377032.5	371	79.4865	0	0
ENST00000491977.1	390	97.5357	6	5.55365
ENST00000612356.1	310	40.7451	0	0
ENST00000498435.1	382	89.8896	5	5.02171
ENST00000493819.1	409	116.454	0	0
ENST00000354689.6	294	67.3867	0	0
ENST00000558425.2	288	70.3846	0	0
ENST00000620764.2	412	119.454	0	0
ENST00000633426.1	571	278.323	4	1.29748
ENST00000632614.1	414	121.454	0.5	0.371661
ENST00000632960.1	457	164.4	0.5	0.274574
ENST00000619078.2	495	202.323	3.5	1.56176
ENST00000633833.1	402	109.454	0	0
ENST00000390268.2	390	97.5357	0	0
ENST00000509129.1	353	62.295	0	0
ENST00000390243.2	538	245.323	424	156.034
ENST00000390271.2	371	79.4865	0	0
ENST00000417279.3	396	103.475	0	0
ENST00000429992.2	332	42.4485	0	0
ENST00000560045.1	312	38.595	0	0
ENST00000479981.1	378	86.0394	2.5	2.62321
ENST00000390252.2	442	149.4	20	12.0857
ENST00000622028.1	353	62.295	0	0
ENST00000632882.1	414	121.454	0	0
ENST00000390309.2	377	85.0737	81	85.9568
ENST00000390307.2	409	116.454	0	0
ENST00000390244.2	408	115.454	4	3.12781
ENST00000632211.1	439	146.4	0.5	0.308333
ENST00000498574.1	398	105.465	0	0
ENST00000630556.1	353	62.295	1.80496	2.61581
ENST00000390306.2	502	209.323	4	1.72518
ENST00000390287.2	365	73.8035	1	1.22325
ENST00000640991.1	351	60.3511	0	0
ENST00000436451.2	409	116.454	14.8719	11.5293
ENST00000453166.2	396	103.475	0	0
ENST00000558026.1	306	46.209	2.65091	5.17916
ENST00000390313.3	356	65.1716	0	0
